started_at,ended_at,start_x,start_y,end_x,end_y,bike_id
51662,55665,-1189.7987514110014,-1984.8150067328563,-2792.422696799228,1461.727753976022,78540
110999,111255,-2792.422696799228,1461.727753976022,-2451.156845307692,814.965264401756,78540
152686,153247,-2451.156845307692,814.965264401756,-1031.2517830869351,841.1251929813999,78540
153275,154225,-1031.2517830869351,841.1251929813999,2175.815499130866,414.1061034791464,78540
202077,202347,2175.815499130866,414.1061034791464,1260.4016918558598,461.861887993795,78540
208733,209687,1260.4016918558598,461.861887993795,933.0718976437946,-1937.9287301948511,78540
234655,235123,933.0718976437946,-1937.9287301948511,-757.1301394926505,-1761.398084774919,78540
236139,236664,-757.1301394926505,-1761.398084774919,933.0718976437946,-1937.9287301948511,78540
283824,284199,933.0718976437946,-1937.9287301948511,-117.13754112524298,-2177.897543422312,78540
303599,303819,-117.13754112524298,-2177.897543422312,-568.1023581072151,-1955.7830855160428,78540
459773,460612,-568.1023581072151,-1955.7830855160428,-2803.182402743171,296.3567677708471,78540
461567,462056,-2803.182402743171,296.3567677708471,-1315.9432245686708,375.0331888763961,78540
463163,464014,-1315.9432245686708,375.0331888763961,1111.6447822315015,379.2633049876047,78540
665338,666593,2957.633992112954,-2846.200229509212,1365.4932069247875,-2172.053304059203,78540
718839,719727,1365.4932069247875,-2172.053304059203,-298.2969459159975,-188.1288480866431,78540
720421,720774,-298.2969459159975,-188.1288480866431,-104.30096126102605,-1101.0580053229169,78540
751670,752010,-104.30096126102605,-1101.0580053229169,33.87194837741417,-102.3020185750716,78540
755233,755886,33.87194837741417,-102.3020185750716,1731.1908863231297,-162.91512968887474,78540
764724,765213,1731.1908863231297,-162.91512968887474,2167.7581941826543,-1152.7066401975758,78540
812289,812966,2167.7581941826543,-1152.7066401975758,-298.2969459159975,-188.1288480866431,78540
838012,838508,-298.2969459159975,-188.1288480866431,1111.6447822315015,379.2633049876047,78540
840787,841399,1111.6447822315015,379.2633049876047,1221.3280947444182,-2365.859413241053,78540
891083,891837,1221.3280947444182,-2365.859413241053,1111.6447822315015,379.2633049876047,78540
894250,894881,1111.6447822315015,379.2633049876047,-298.2969459159975,-188.1288480866431,78540
896524,896855,-298.2969459159975,-188.1288480866431,-104.30096126102605,-1101.0580053229169,78540
909953,910528,-104.30096126102605,-1101.0580053229169,-246.92079716314717,106.75477237497007,78540
918222,918697,-246.92079716314717,106.75477237497007,1002.1347450933658,77.58923497942598,78540
921032,921588,1002.1347450933658,77.58923497942598,1849.4551939827204,720.130750546742,78540
933716,934388,1849.4551939827204,720.130750546742,-188.8735464652516,519.5250497148589,78540
978091,978398,-188.8735464652516,519.5250497148589,-843.7011695816313,220.42732905849545,78540
986544,987043,-843.7011695816313,220.42732905849545,-1462.7883025379629,22.472351936458256,78540
1022826,1023712,-1462.7883025379629,22.472351936458256,-2848.997106809029,-636.9107717910118,78540
1026436,1028038,-2848.997106809029,-636.9107717910118,-2853.3723100320794,-891.6639486224678,78540
1030637,1031455,-2853.3723100320794,-891.6639486224678,-2808.2773936322506,513.9591074636016,78540
1032225,1033692,-2808.2773936322506,513.9591074636016,-1891.130832604516,-909.029688445473,78540
1034079,1036531,-1891.130832604516,-909.029688445473,-1812.1172615052687,-1830.5270875335093,78540
1039129,1041344,-1812.1172615052687,-1830.5270875335093,1002.1347450933658,77.58923497942598,78540
1059158,1059871,1002.1347450933658,77.58923497942598,1108.6991008528505,-2222.2581031636773,78540
1091254,1092609,1108.6991008528505,-2222.2581031636773,-2469.4373973937936,4.1187972648863145,78540
1093452,1093828,-2469.4373973937936,4.1187972648863145,-1890.8709195411147,645.4266634342174,78540
1097467,1098517,-1890.8709195411147,645.4266634342174,1572.4706426230523,412.8815961838383,78540
1146416,1147884,1572.4706426230523,412.8815961838383,357.9835377213828,1378.1273013647951,78540
1151414,1152044,357.9835377213828,1378.1273013647951,1572.4706426230523,412.8815961838383,78540
1162543,1162901,1572.4706426230523,412.8815961838383,2447.250630792388,463.5171925950309,78540
1170853,1171166,2447.250630792388,463.5171925950309,1572.4706426230523,412.8815961838383,78540
1182078,1182433,1572.4706426230523,412.8815961838383,1578.881831505927,-370.5804350772885,78540
1187988,1188246,1578.881831505927,-370.5804350772885,2438.154417210546,-645.8719388147609,78540
1189447,1189961,2438.154417210546,-645.8719388147609,3610.102417495319,-199.14941374362635,78540
1246075,1246767,3610.102417495319,-199.14941374362635,1260.4016918558598,461.861887993795,78540
1249164,1249611,1260.4016918558598,461.861887993795,-424.0948683241063,713.6651154317209,78540
1255602,1256112,-424.0948683241063,713.6651154317209,1260.4016918558598,461.861887993795,78540
1259151,1260152,1260.4016918558598,461.861887993795,2842.9256937190985,2153.0177815595557,78540
1260738,1261598,2842.9256937190985,2153.0177815595557,2537.267931834781,831.4404534644652,78540
1418957,1419718,2537.267931834781,831.4404534644652,-570.8591111335667,382.6028703385173,78540
1454474,1456083,-570.8591111335667,382.6028703385173,-2450.377106119949,1407.2928387603392,78540
1465342,1465917,-2450.377106119949,1407.2928387603392,-912.1249626238716,1947.857150184919,78540
1501542,1502059,-912.1249626238716,1947.857150184919,-493.3049536406412,113.54792354855924,78540
1668075,1668598,-2194.7092899865465,1670.339269546311,-2892.402588299826,-17.69969635880834,78540
1668803,1669841,-2892.402588299826,-17.69969635880834,-104.30096126102605,-1101.0580053229169,78540
1700719,1701824,-104.30096126102605,-1101.0580053229169,-1891.130832604516,-909.029688445473,78540
1706352,1707748,-1891.130832604516,-909.029688445473,-1352.1577779900822,2402.817269788199,78540
1761962,1762566,-1352.1577779900822,2402.817269788199,-3698.003126530832,668.4251368154823,78540
1787151,1787531,-3698.003126530832,668.4251368154823,-2808.2773936322506,513.9591074636016,78540
1788093,1789668,-2808.2773936322506,513.9591074636016,-1360.474996000465,3399.343570419514,78540
1792786,1794354,-1360.474996000465,3399.343570419514,-1891.130832604516,-909.029688445473,78540
2453700,2454006,-2450.377106119949,1407.2928387603392,-1881.6873246556,2146.116013168249,78540
2454027,2454610,-1881.6873246556,2146.116013168249,-1369.1387647616386,1373.3405910290935,78540
2454627,2455604,-1369.1387647616386,1373.3405910290935,-1369.1387647616386,1373.3405910290935,78540
2456554,2458683,-1369.1387647616386,1373.3405910290935,-1369.1387647616386,1373.3405910290935,78540
2479067,2480846,-1369.1387647616386,1373.3405910290935,-2848.997106809029,-636.9107717910118,78540
2573302,2573827,-3061.4327168251834,3019.634990051365,-1620.3880588270645,3013.067178195072,78540
2613850,2614254,-1620.3880588270645,3013.067178195072,-1555.499352562064,542.4818752125246,78540
