started_at,ended_at,start_x,start_y,end_x,end_y,bike_id
491225,492040,-2348.1446347410515,-441.1565828206682,-842.3816240987607,683.1637518961281,W23532
494286,494622,-842.3816240987607,683.1637518961281,-543.4816018481092,1377.793344829783,W23532
496883,499577,-543.4816018481092,1377.793344829783,-922.0882966995912,1354.416387375768,W23532
648552,648951,-922.0882966995912,1354.416387375768,364.56800198026895,2132.201157540106,W23532
649083,649828,364.56800198026895,2132.201157540106,-843.7011695816313,220.42732905849545,W23532
668779,670132,-919.6624414465116,3269.7684348142307,-2195.1424784234973,1823.9592756756335,W23532
728393,728832,-2195.1424784234973,1823.9592756756335,-1386.4663022827554,1072.7797094714829,W23532
805240,806019,-919.6624414465116,3269.7684348142307,-1460.4567918220644,308.2610377861307,W23532
840907,841479,-1460.4567918220644,308.2610377861307,-219.1967371281292,754.4078127095321,W23532
847727,848092,-219.1967371281292,754.4078127095321,-1315.9432245686708,375.0331888763961,W23532
1012126,1012629,-1315.9432245686708,375.0331888763961,-2311.9300813208715,239.22419795062223,W23532
1013312,1013578,-2311.9300813208715,239.22419795062223,-1890.8709195411147,645.4266634342174,W23532
1013913,1014553,-1890.8709195411147,645.4266634342174,-570.8591111335667,382.6028703385173,W23532
1015020,1015208,-570.8591111335667,382.6028703385173,-219.1967371281292,754.4078127095321,W23532
1021125,1021487,-219.1967371281292,754.4078127095321,98.48439579788452,1232.2751862723885,W23532
1065862,1066656,98.48439579788452,1232.2751862723885,-1475.703120519892,638.6362138876518,W23532
1084133,1084631,-1475.703120519892,638.6362138876518,-2469.4373973937936,4.1187972648863145,W23532
1358755,1359011,-2172.3567665832597,2509.7946798534413,-1352.1577779900822,2402.817269788199,W23532
1368874,1369098,-1352.1577779900822,2402.817269788199,-1369.1387647616386,1373.3405910290935,W23532
1412653,1414116,-1369.1387647616386,1373.3405910290935,-1369.1387647616386,1373.3405910290935,W23532
1439612,1439951,-1369.1387647616386,1373.3405910290935,-494.0981199113877,2141.440621677288,W23532
1529085,1529458,-494.0981199113877,2141.440621677288,753.4845816557994,2085.781199166297,W23532
1624726,1624893,753.4845816557994,2085.781199166297,1000.4019913418696,1637.3888914201018,W23532
1625563,1625765,1000.4019913418696,1637.3888914201018,753.4845816557994,2085.781199166297,W23532
1665456,1665794,753.4845816557994,2085.781199166297,-494.0981199113877,2141.440621677288,W23532
1671101,1671918,-494.0981199113877,2141.440621677288,-2996.5410888062315,611.3630968574403,W23532
1696151,1697080,-2996.5410888062315,611.3630968574403,-101.54275735562236,1825.183782970942,W23532
1706634,1707707,-101.54275735562236,1825.183782970942,-101.54275735562236,1825.183782970942,W23532
1762528,1763321,-101.54275735562236,1825.183782970942,-824.4476227646819,-360.1164636447984,W23532
1946624,1947857,-1881.6873246556,2146.116013168249,-919.6624414465116,3269.7684348142307,W23532
2031817,2032111,-919.6624414465116,3269.7684348142307,-494.0981199113877,2141.440621677288,W23532
2032236,2032675,-494.0981199113877,2141.440621677288,753.4845816557994,2085.781199166297,W23532
2225281,2227846,949.1557991213356,1050.348962199343,949.1557991213356,1050.348962199343,W23532
2228118,2228897,949.1557991213356,1050.348962199343,949.1557991213356,1050.348962199343,W23532
2233425,2233599,949.1557991213356,1050.348962199343,1260.4016918558598,461.861887993795,W23532
2313497,2314702,1260.4016918558598,461.861887993795,2873.8553481949384,-707.4312601120213,W23532
2315210,2315930,2873.8553481949384,-707.4312601120213,2624.858634007812,-1776.9827230781227,W23532
2442541,2449271,2624.858634007812,-1776.9827230781227,2624.858634007812,-1776.9827230781227,W23532
2481911,2484181,2624.858634007812,-1776.9827230781227,1221.3280947444182,-2365.859413241053,W23532
2484314,2486030,1221.3280947444182,-2365.859413241053,2624.858634007812,-1776.9827230781227,W23532
2487675,2491865,2624.858634007812,-1776.9827230781227,2624.858634007812,-1776.9827230781227,W23532
2568329,2570302,2624.858634007812,-1776.9827230781227,2624.858634007812,-1776.9827230781227,W23532
2645163,2645774,2624.858634007812,-1776.9827230781227,1108.6991008528505,-2222.2581031636773,W23532
