started_at,ended_at,start_x,start_y,end_x,end_y,bike_id
374144,375155,-2594.957575458331,-495.12537678995767,-2594.957575458331,-495.12537678995767,78526
375245,375776,-2594.957575458331,-495.12537678995767,-842.3816240987607,-683.1637518961281,78526
376782,377509,-842.3816240987607,-683.1637518961281,-2169.584360579388,-380.3764934373816,78526
405234,405740,-2169.584360579388,-380.3764934373816,-1923.6199654583029,-1762.9565486044485,78526
406100,406487,-1923.6199654583029,-1762.9565486044485,-2089.96432566718,-2393.132530270474,78526
409359,409725,-2089.96432566718,-2393.132530270474,-2417.454784827981,-1540.3188585612754,78526
410539,410829,-2417.454784827981,-1540.3188585612754,-1553.8936335864703,-1509.7618356025214,78526
411171,412032,-1553.8936335864703,-1509.7618356025214,-2594.957575458331,-495.12537678995767,78526
417558,418273,-2594.957575458331,-495.12537678995767,-493.3049536406412,-113.54792354855924,78526
421633,422620,-493.3049536406412,-113.54792354855924,491.32330200274,2930.0207841319307,78526
460070,460555,491.32330200274,2930.0207841319307,903.1945058439112,2156.246028065728,78526
474133,474758,903.1945058439112,2156.246028065728,1002.1347450933658,-77.58923497942598,78526
479503,479786,1002.1347450933658,-77.58923497942598,2049.324475222406,9.239464137182011,78526
481866,482511,2049.324475222406,9.239464137182011,572.5850899284466,-131.6901936600965,78526
483496,484483,572.5850899284466,-131.6901936600965,2852.2825639806247,-103.74916355986063,78526
486286,488064,2852.2825639806247,-103.74916355986063,-1891.130832604516,909.029688445473,78526
493212,494378,-1891.130832604516,909.029688445473,-117.13754112524298,2177.897543422312,78526
520411,521269,-117.13754112524298,2177.897543422312,949.1557991213356,-1050.348962199343,78526
541622,543069,949.1557991213356,-1050.348962199343,912.4647384180472,1263.1349344592616,78526
722737,723239,912.4647384180472,1263.1349344592616,933.0718976437946,1937.9287301948511,78526
757962,758758,933.0718976437946,1937.9287301948511,-568.1023581072151,1955.7830855160428,78526
803349,804083,-568.1023581072151,1955.7830855160428,-2311.9300813208715,-239.22419795062223,78526
809879,810221,-2311.9300813208715,-239.22419795062223,-2190.3714482407813,-980.0441292680304,78526
840229,840873,-1375.6365913319034,-3230.58420136674,-1553.8936335864703,-1509.7618356025214,78526
841101,841560,-1553.8936335864703,-1509.7618356025214,-814.6575640637428,-2330.682658213708,78526
853343,854720,-814.6575640637428,-2330.682658213708,1111.6447822315015,-379.2633049876047,78526
917695,917953,1111.6447822315015,-379.2633049876047,949.1557991213356,-1050.348962199343,78526
919207,919740,949.1557991213356,-1050.348962199343,1259.8818657302877,989.0679380163066,78526
923891,924711,1259.8818657302877,989.0679380163066,-1051.7849150501052,834.0564463237743,78526
1867160,1868099,-1993.883130108986,3476.932805400522,-2853.3723100320794,891.6639486224678,78526
1869431,1869877,-2853.3723100320794,891.6639486224678,-2853.3723100320794,891.6639486224678,78526
1870079,1872323,-2853.3723100320794,891.6639486224678,-2853.3723100320794,891.6639486224678,78526
2213655,2214628,-1687.835498630181,-3322.088291974309,-1687.835498630181,-3322.088291974309,78526
