started_at,ended_at,start_x,start_y,end_x,end_y,bike_id
32594,33240,-1923.6199654583029,1762.9565486044485,-494.0981199113877,2141.440621677288,W01058
48750,49691,-494.0981199113877,2141.440621677288,-2104.4328194970344,3097.446862721063,W01058
108974,109342,-2355.0756497494986,2716.8477315926184,-1333.3573997784088,2761.931863826379,W01058
112066,112255,-1333.3573997784088,2761.931863826379,-814.6575640637428,2330.682658213708,W01058
118895,119353,-814.6575640637428,2330.682658213708,-985.2471709658158,233.88089338963675,W01058
135495,135934,-985.2471709658158,233.88089338963675,-219.1967371281292,754.4078127095321,W01058
142151,143424,-219.1967371281292,754.4078127095321,-4215.100165025086,1013.5580839200984,W01058
488658,488847,1683.1069696997222,1296.3079502741607,1244.7008281127914,1024.896740019206,W01058
499830,500622,1244.7008281127914,1024.896740019206,2842.9256937190985,2153.0177815595557,W01058
584426,584944,2842.9256937190985,2153.0177815595557,1244.7008281127914,1024.896740019206,W01058
603214,604261,1244.7008281127914,1024.896740019206,-1553.8936335864703,1509.7618356025214,W01058
605043,605265,-1553.8936335864703,1509.7618356025214,-1881.6873246556,2146.116013168249,W01058
606497,606932,-1881.6873246556,2146.116013168249,-2104.4328194970344,3097.446862721063,W01058
664129,664614,364.56800198026895,2132.201157540106,-543.4816018481092,1377.793344829783,W01058
673963,674057,-543.4816018481092,1377.793344829783,-500.162758044702,1054.6347377329218,W01058
677918,678253,-500.162758044702,1054.6347377329218,259.6497622861215,1818.615971114648,W01058
717720,718559,259.6497622861215,1818.615971114648,-2417.454784827981,1540.3188585612754,W01058
759174,759368,-2172.3567665832597,2509.7946798534413,-2195.1424784234973,1823.9592756756335,W01058
834503,835521,-2195.1424784234973,1823.9592756756335,-1450.058364987162,-447.3904381419498,W01058
835531,836711,-1450.058364987162,-447.3904381419498,1259.8818657302877,-989.0679380163066,W01058
842787,843627,1259.8818657302877,-989.0679380163066,-570.8591111335667,382.6028703385173,W01058
843865,844680,-570.8591111335667,382.6028703385173,-117.13754112524298,-2177.897543422312,W01058
850527,851971,-117.13754112524298,-2177.897543422312,-2848.997106809029,-636.9107717910118,W01058
856524,857679,-2848.997106809029,-636.9107717910118,223.5218465521,-443.9395539462969,W01058
857785,858616,223.5218465521,-443.9395539462969,1244.7008281127914,1024.896740019206,W01058
858772,859325,1244.7008281127914,1024.896740019206,1373.1173234348175,2539.6281303190094,W01058
904667,905978,1373.1173234348175,2539.6281303190094,-1557.6190541540952,2536.900818615751,W01058
917808,918222,-1557.6190541540952,2536.900818615751,-1894.0765139831676,1322.3565600090635,W01058
923972,924830,-1894.0765139831676,1322.3565600090635,-493.3049536406412,113.54792354855924,W01058
949626,949720,-493.3049536406412,113.54792354855924,-570.8591111335667,382.6028703385173,W01058
1022829,1023323,-1375.6365913319034,3230.58420136674,-1923.6199654583029,1762.9565486044485,W01058
1072994,1073285,-1923.6199654583029,1762.9565486044485,-2417.454784827981,1540.3188585612754,W01058
1075385,1075550,-2417.454784827981,1540.3188585612754,-2646.698106240912,1031.0908020110053,W01058
1075847,1076258,-2646.698106240912,1031.0908020110053,-1553.8936335864703,1509.7618356025214,W01058
1084065,1084719,-1553.8936335864703,1509.7618356025214,-2248.688768655308,832.4674209813991,W01058
1158384,1159460,-2248.688768655308,832.4674209813991,-985.2471709658158,233.88089338963675,W01058
1263448,1263758,2438.154417210546,-645.8719388147609,1229.9918635043607,-1242.652266974825,W01058
1271345,1273164,1229.9918635043607,-1242.652266974825,912.4647384180472,-1263.1349344592616,W01058
1436753,1437723,-1375.6365913319034,3230.58420136674,-1592.837274168058,822.8132429757283,W01058
1585750,1586465,-2646.698106240912,1031.0908020110053,-2892.402588299826,-17.69969635880834,W01058
1608633,1609067,-2892.402588299826,-17.69969635880834,-3204.558176754409,842.0157437416958,W01058
1632862,1632995,-3204.558176754409,842.0157437416958,-2996.5410888062315,611.3630968574403,W01058
1708694,1708866,-2996.5410888062315,611.3630968574403,-3499.2995900004858,986.6189234248992,W01058
1748196,1749110,-3499.2995900004858,986.6189234248992,-1891.130832604516,-909.029688445473,W01058
1759019,1763584,-1891.130832604516,-909.029688445473,-1891.130832604516,-909.029688445473,W01058
1774518,1775997,-1891.130832604516,-909.029688445473,-1557.6190541540952,2536.900818615751,W01058
