started_at,ended_at,start_x,start_y,end_x,end_y,bike_id
60293,61825,-1881.431886693912,2146.116013168249,-2605.6813026458703,-1351.7447350956706,78565
402582,404386,-2605.6813026458703,-1351.7447350956706,1259.9606745071096,-989.0679380163066,78565
578082,578607,666.9437976964771,1810.1557388930216,1567.3781020660113,742.3616437789719,78565
581014,582745,1567.3781020660113,742.3616437789719,-4079.334235838357,1361.0955180768024,78565
603357,605225,-4079.334235838357,1361.0955180768024,2571.547269369305,1244.656006184107,78565
647708,649109,2571.547269369305,1244.656006184107,-929.3914426548988,1038.6048240499654,78565
660134,661094,259.6198942404481,1818.615971114648,-2018.959555819223,1083.449620274128,78565
662487,663108,-2018.959555819223,1083.449620274128,-188.8673402319529,519.5250497148589,78565
667928,668928,-188.8673402319529,519.5250497148589,933.1862516873412,-1937.9287301948511,78565
669576,671060,933.1862516873412,-1937.9287301948511,903.3176669575872,-2156.246028065728,78565
757401,758208,903.3176669575872,-2156.246028065728,1002.1298273174614,77.58923497942598,78565
758570,758912,1002.1298273174614,77.58923497942598,1578.918836795151,-370.5804350772885,78565
762520,763659,1578.918836795151,-370.5804350772885,2167.9162261026786,-1152.7066401975758,78565
764060,764528,2167.9162261026786,-1152.7066401975758,933.1862516873412,-1937.9287301948511,78565
765162,765964,933.1862516873412,-1937.9287301948511,2438.2540112858683,-645.8719388147609,78565
792982,793378,2438.2540112858683,-645.8719388147609,1230.0885275888672,-1242.652266974825,78565
805130,805583,1230.0885275888672,-1242.652266974825,2873.9839282869875,-707.4312601120213,78565
806452,807018,2873.9839282869875,-707.4312601120213,1908.8005800872415,-2173.611767889524,78565
840645,840831,1908.8005800872415,-2173.611767889524,1835.2706095118488,-1359.8153513599148,78565
841466,841788,1835.2706095118488,-1359.8153513599148,2852.98200490415,-995.5244310270688,78565
883982,884525,2852.98200490415,-995.5244310270688,903.3176669575872,-2156.246028065728,78565
908920,909376,903.3176669575872,-2156.246028065728,1835.2706095118488,-1359.8153513599148,78565
925388,925951,-1369.0198339983065,1373.3405910290935,364.51883299847503,2132.201157540106,78565
932194,932590,364.51883299847503,2132.201157540106,-491.8525682028344,1997.1891388458932,78565
