started_at,ended_at,start_x,start_y,end_x,end_y,bike_id
554745,555996,-1892.5710485128725,-10969.692944948709,-1776.5905868826148,-10362.8939207367,78519
568498,569087,-1776.5905868826148,-10362.8939207367,-2134.461945833657,-8466.911352331315,78519
663405,665057,-2134.461945833657,-8466.911352331315,-1442.0390538905754,-3649.143058648157,78519
665280,668841,-1442.0390538905754,-3649.143058648157,-2134.461945833657,-8466.911352331315,78519
715428,716068,-2134.461945833657,-8466.911352331315,-3202.977652444904,-10104.41156259695,78519
734988,735752,-3202.977652444904,-10104.41156259695,-1516.5299053546212,-10540.336159701374,78519
745185,745796,-1516.5299053546212,-10540.336159701374,-3202.977652444904,-10104.41156259695,78519
749346,749663,-3202.977652444904,-10104.41156259695,-2305.706546172765,-9386.961606433772,78519
759350,759609,-2305.706546172765,-9386.961606433772,-2287.960187970927,-8356.928333450174,78519
904972,905394,-2287.960187970927,-8356.928333450174,-2595.2219202602832,-9265.401427670364,78519
922372,923715,-2595.2219202602832,-9265.401427670364,-2305.706546172765,-9386.961606433772,78519
934228,934402,-2305.706546172765,-9386.961606433772,-1887.9539198214295,-9692.309198327086,78519
935504,935732,-1887.9539198214295,-9692.309198327086,-2305.706546172765,-9386.961606433772,78519
938309,938879,-2305.706546172765,-9386.961606433772,-3012.1547041318827,-8654.594925037416,78519
1167231,1169724,-3012.1547041318827,-8654.594925037416,-3012.1547041318827,-8654.594925037416,78519
1197752,1198356,-3012.1547041318827,-8654.594925037416,-2605.961251364673,-10259.367394867111,78519
1974899,1975300,-2605.961251364673,-10259.367394867111,-2305.706546172765,-9386.961606433772,78519
2053149,2053647,-2305.706546172765,-9386.961606433772,-1516.5299053546212,-10540.336159701374,78519
2053746,2055349,-1516.5299053546212,-10540.336159701374,-1892.5710485128725,-10969.692944948709,78519
2055380,2056234,-1892.5710485128725,-10969.692944948709,-1516.5299053546212,-10540.336159701374,78519
2056275,2056859,-1516.5299053546212,-10540.336159701374,-2305.706546172765,-9386.961606433772,78519
2302942,2303103,-2305.706546172765,-9386.961606433772,-1840.119436452173,-9472.343160565591,78519
2303845,2304036,-1840.119436452173,-9472.343160565591,-2305.706546172765,-9386.961606433772,78519
2470899,2471275,-2305.706546172765,-9386.961606433772,-1776.5905868826148,-10362.8939207367,78519
2471589,2472550,-1776.5905868826148,-10362.8939207367,-1776.5905868826148,-10362.8939207367,78519
2472558,2473331,-1776.5905868826148,-10362.8939207367,-1892.5710485128725,-10969.692944948709,78519
2473473,2474606,-1892.5710485128725,-10969.692944948709,-1516.5299053546212,-10540.336159701374,78519
2474632,2475176,-1516.5299053546212,-10540.336159701374,-2305.706546172765,-9386.961606433772,78519
