started_at,ended_at,start_x,start_y,end_x,end_y,bike_id
237200,237923,3941.095644803859,-2583.2651175679807,2852.98200490415,-995.5244310270688,W21582
288741,289119,2852.98200490415,-995.5244310270688,1845.807450034228,-698.5257525098514,W21582
289135,290422,1845.807450034228,-698.5257525098514,-2190.235672060508,980.0441292680304,W21582
297505,297949,-2190.235672060508,980.0441292680304,-3204.387511290492,842.0157437416958,W21582
306589,307503,-3204.387511290492,842.0157437416958,-922.0093029382764,1354.416387375768,W21582
330481,330792,-922.0093029382764,1354.416387375768,-494.03119251583706,2141.440621677288,W21582
373127,373738,-494.03119251583706,2141.440621677288,-1574.715056457654,1019.791939240589,W21582
374060,374613,-1574.715056457654,1019.791939240589,-2287.4332348769594,449.3941773512319,W21582
410767,411308,-2287.4332348769594,449.3941773512319,-1574.715056457654,1019.791939240589,W21582
414346,414687,-1574.715056457654,1019.791939240589,-2194.889224699188,1823.9592756756335,W21582
462835,464063,-2194.889224699188,1823.9592756756335,-1309.9813548408183,-194.6966599429369,W21582
666147,666422,-912.0125818422052,1947.857150184919,-490.1426245460887,1831.862913672767,W21582
693259,693559,-490.1426245460887,1831.862913672767,364.51883299847503,2132.201157540106,W21582
720610,721719,364.51883299847503,2132.201157540106,912.5376302209072,-1263.1349344592616,W21582
722392,722913,912.5376302209072,-1263.1349344592616,-497.6852901437867,-1112.8544936800606,W21582
800756,801276,-497.6852901437867,-1112.8544936800606,-843.6894071192287,220.42732905849545,W21582
813342,813614,-843.6894071192287,220.42732905849545,-1367.2120777705156,238.8902414156101,W21582
840411,841662,-1367.2120777705156,238.8902414156101,45.64780756438548,2377.6592108128007,W21582
841795,842388,45.64780756438548,2377.6592108128007,1372.896741032668,2539.6281303190094,W21582
1176136,1179906,1372.896741032668,2539.6281303190094,-1812.32704114666,-1830.5270875335093,W21582
1263095,1265280,-1812.32704114666,-1830.5270875335093,-1994.3215216154588,-3476.932805400522,W21582
1766906,1769402,-1375.3554708776364,3230.58420136674,-1351.952265455199,2402.817269788199,W21582
1774541,1774772,-1351.952265455199,2402.817269788199,-1553.745244797235,1509.7618356025214,W21582
1776615,1777621,-1553.745244797235,1509.7618356025214,1000.298381636028,1637.3888914201018,W21582
1786445,1789130,1000.298381636028,1637.3888914201018,666.9437976964771,1810.1557388930216,W21582
2300112,2300869,666.9437976964771,1810.1557388930216,-1890.7937293864395,645.4266634342174,W21582
2302822,2303643,-1890.7937293864395,645.4266634342174,666.9437976964771,1810.1557388930216,W21582
2477634,2479336,666.9437976964771,1810.1557388930216,357.95233295209937,1378.1273013647951,W21582
