station_id,x,y
31601,3430.5891287699023,741.7174643782791
31603,949.1557991213356,-1050.348962199343
31604,104.65493915366902,-350.0977675920606
31605,1229.9918635043607,1242.6522669748247
31606,2624.8586340078114,1776.9827230781227
31607,2476.9813389677024,1485.856961461107
31608,1836.455676766838,1899.4334526018283
31609,-568.1023581072151,1955.7830855160428
31610,1705.97931922735,1036.4897659951519
31611,2447.250630792388,-463.5171925950309
31612,1731.1908863231297,162.91512968887474
31613,1835.1127926085974,1359.8153513599148
31614,2175.815499130866,-414.10610347914644
31615,1572.4706426230523,-412.88159618383827
31616,1260.4016918558598,-461.861887993795
31617,2913.1888583697814,-461.9732068385355
31618,1399.0219920297181,702.1992743957761
31619,2438.154417210546,645.8719388147609
31620,-246.92079716314714,-106.75477237497007
31621,33.87194837741417,102.30201857507161
31622,2500.7068276638083,159.2972672261112
31623,1002.1347450933658,-77.58923497942598
31624,572.5850899284466,-131.6901936600965
31625,1270.88485205592,1678.4655452337165
31626,2852.802390106196,995.5244310270689
31627,1244.7008281127914,-1024.896740019206
31628,933.0718976437946,1937.9287301948511
31629,1845.7259093409739,698.5257525098514
31630,2873.8553481949384,707.4312601120213
31631,1884.1930426394533,-112.54335231649912
31632,2852.2825639806247,-103.74916355986065
31633,-802.701563174357,996.414981787365
31634,1221.3280947444182,2365.859413241053
31635,1908.5382328576377,2173.611767889524
31636,98.48439579788452,-1232.2751862723885
31637,657.2301107228259,-382.93682687352947
31638,380.2494234372797,-455.8506703619942
31639,1111.6447822315017,-379.2633049876047
31640,2049.324475222406,9.239464137182011
31641,1157.6493943513901,143.71262892290716
31642,42.55668119470874,-683.8074999788248
31643,912.4647384180472,1263.1349344592616
31644,2285.1522608929913,1533.30577132602
31645,1567.451699871145,-742.3616437789719
31646,-757.1301394926505,1761.398084774919
31647,1774.0765416883553,450.0620904220471
31648,491.32330200274,2930.0207841319307
31650,903.1945058439112,2156.246028065728
31652,1365.4932069247875,2172.053304059203
31653,-424.0948683241063,-713.6651154317209
31654,351.2257980877163,2232.165480370884
31655,422.87516574033486,-94.06442404292608
31656,3280.9658422691805,-631.4004889613337
31657,1578.881831505927,370.58043507728854
31658,3193.7216908469413,-171.98761555736422
31659,2167.7581941826543,1152.7066401975758
31660,1849.4551939827204,-720.130750546742
31661,1871.390976861553,-409.52126345482736
31662,939.8422477022734,-681.6052880658077
31712,3610.102417495319,199.14941374362635
31716,4215.100165026318,34.31086097147756
31802,2465.531926494772,3216.0014326701544
31803,2708.204089487645,3300.8263925766887
31804,3300.6325973572175,3392.887077409542
31805,3940.4519203486134,2583.2651175679807
31812,2957.633992112954,2846.200229509212
31820,2867.4441593120637,2550.6486959767835
